ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
1201,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,white
1202,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,white
1203,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5,white
1204,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,white
1205,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,white
1206,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,5,white
1207,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,white
1208,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,white
1209,6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,white
1210,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,white
1211,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5,white
1212,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,white
1213,6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4,white
1214,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,white
1215,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,white
1216,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5,white
1217,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,white
1218,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,white
1219,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,white
1220,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,white
1221,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,white
1222,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,white
1223,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5,white
1224,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,white
1225,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,white
1226,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,white
1227,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,white
1228,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,white
1229,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,white
1230,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,5,white
1231,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,white
1232,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,white
1233,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6,white
1234,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,white
1235,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,white
1236,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,white
1237,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6,white
1238,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,white
1239,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7,white
1240,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,white
1241,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6,white
1242,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5,white
1243,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,white
1244,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,white
1245,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,white
1246,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,white
1247,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,white
1248,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,white
1249,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,white
1250,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,white
1251,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white
1252,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,white
1253,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white
1254,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,white
1255,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,white
1256,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6,white
1257,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5,white
1258,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,white
1259,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,white
1260,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,white
1261,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white
1262,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,white
1263,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,white
1264,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,white
1265,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,white
1266,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5,white
1267,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,white
1268,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6,white
1269,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6,white
1270,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,white
1271,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,white
1272,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
1273,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,white
1274,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,white
1275,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
1276,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5,white
1277,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6,white
1278,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,white
1279,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,white
1280,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,white
1281,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6,white
1282,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5,white
1283,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,white
1284,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5,white
1285,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,white
1286,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,white
1287,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,white
1288,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6,white
1289,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,white
1290,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,white
1291,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7,white
1292,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7,white
1293,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6,white
1294,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,white
1295,7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6,white
1296,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,white
1297,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,white
1298,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,white
1299,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6,white
1300,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,white
1301,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white
1302,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white
1303,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6,white
1304,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white
1305,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,white
1306,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6,white
1307,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6,white
1308,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7,white
1309,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,white
1310,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7,white
1311,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,white
1312,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,white
1313,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,white
1314,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,white
1315,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5,white
1316,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,white
1317,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6,white
1318,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,white
1319,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,white
1320,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,white
1321,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6,white
1322,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5,white
1323,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6,white
1324,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,white
1325,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6,white
1326,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,white
1327,7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,white
1328,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,white
1329,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,white
1330,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,white
1331,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,white
1332,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,white
1333,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5,white
1334,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,white
1335,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,white
1336,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,white
1337,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4,white
1338,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,white
1339,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,white
1340,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,white
1341,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,white
1342,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,white
1343,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,white
1344,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,white
1345,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,white
1346,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,white
1347,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,white
1348,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,white
1349,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,white
1350,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,white
1351,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,white
1352,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,white
1353,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,white
1354,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,white
1355,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,white
1356,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,white
1357,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,white
1358,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,white
1359,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,white
1360,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,white
1361,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white
1362,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white
1363,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,white
1364,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,white
1365,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
1366,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,white
1367,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,white
1368,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,white
1369,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,white
1370,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,white
1371,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,white
1372,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,white
1373,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,white
1374,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,white
1375,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,white
1376,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,white
1377,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,white
1378,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,white
1379,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,white
1380,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,white
1381,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,white
1382,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,white
1383,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,white
1384,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,white
1385,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,white
1386,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,white
1387,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,white
1388,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,white
1389,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,white
1390,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,white
1391,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,white
1392,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,white
1393,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,white
1394,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,white
1395,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,white
1396,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,white
1397,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,white
1398,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,white
1399,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,white
1400,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,white
1401,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,white
1402,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,white
1403,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,white
1404,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,white
1405,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5,white
1406,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,white
1407,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,white
1408,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,white
1409,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,white
1410,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,white
1411,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,white
1412,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,white
1413,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,white
1414,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,white
1415,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,white
1416,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5,white
1417,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,white
1418,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,white
1419,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,white
1420,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,white
1421,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,white
1422,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6,white
1423,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,white
1424,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7,white
1425,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,white
1426,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
1427,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,white
1428,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,white
1429,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,white
1430,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,white
1431,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,white
1432,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6,white
1433,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,white
1434,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6,white
1435,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,white
1436,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,white
1437,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,white
1438,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,white
1439,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,white
1440,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,white
1441,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,white
1442,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,white
1443,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white
1444,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,white
1445,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,white
1446,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,white
1447,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6,white
1448,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,white
1449,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6,white
1450,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,white
1451,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,white
1452,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,white
1453,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,white
1454,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,white
1455,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,white
1456,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,white
1457,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,white
1458,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,white
1459,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6,white
1460,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,white
1461,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,white
1462,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7,white
1463,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,white
1464,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,white
1465,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7,white
1466,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,white
1467,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,white
1468,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,white
1469,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white
1470,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white
1471,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,white
1472,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,white
1473,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,white
1474,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,white
1475,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,white
1476,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,white
1477,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,white
1478,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7,white
1479,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6,white
1480,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,white
1481,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,white
1482,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,white
1483,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,white
1484,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,white
1485,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,white
1486,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,white
1487,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,white
1488,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,white
1489,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,white
1490,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,white
1491,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6,white
1492,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white
1493,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,white
1494,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,white
